energy,reg_up,reg_dn,reserve
4.217088865318506,0.0,7.320204853161603,0.0
0.9762916544856888,0.0,7.281264898105464,0.0
0.8542744041702237,0.0,7.281264898105464,0.0
1.169193479070662,0.0,7.3954546452872165,0.0
0.7119357671863158,0.0,7.281264898105464,0.0
0.7235639357901155,0.0,7.281479807014673,0.0
0.8323944999385609,0.0,7.281264898105464,0.0
2.102362190940408,0.0,7.668538300952816,0.0
8.90866460761273,0.0,9.530593159386166,0.0
10.0,0.0,10.447800850474938,0.0
10.0,0.0,10.708681617133978,0.0
10.0,0.0,10.425913887762723,0.0
10.0,0.0,3.545261442305443,0.0
10.0,0.0,3.1659859513318565,0.0
10.0,0.0,2.916738387459301,0.0
10.0,0.0,1.988911354484925,0.0
6.887616072150515,0.0,7.5984443985326315,0.0
1.699643549386804,0.0,7.343664558345752,0.0
0.2293519571656848,0.0,7.281264898105464,0.0
0.36807209658691953,0.0,7.281264898105464,0.0
1.9798339705518022,0.0,7.281264898105464,0.0
0.9491937824113593,0.0,7.281264898105464,0.0
0.9783997449470934,0.0,7.281264898105464,0.0
0.8104654603666221,0.0,7.281264898105464,0.0
0.8031639697326888,0.0,7.281264898105464,0.0
0.7520535352951541,0.0,7.281264898105464,0.0
0.8104654603666225,0.0,7.281264898105464,0.0
0.8980833479738246,0.0,7.281264898105464,0.0
0.8323699322684228,0.0,7.281264898105464,0.0
0.9543364551850293,0.0,7.289379041508105,0.0
1.347141004883406,0.0,7.437610833536953,0.0
1.939810965041206,0.0,7.583523030231697,0.0
9.21472470416873,0.0,9.592645590769013,0.0
10.0,0.0,10.864607503333833,0.0
10.0,0.0,10.892541517282014,0.0
10.0,0.0,9.946747697174311,0.0
10.0,0.0,3.3759572839487393,0.0
10.0,0.0,3.2276902658039193,0.0
10.0,0.0,2.9454050454161496,0.0
10.0,0.0,2.1396838671304907,0.0
8.916448910966544,0.0,8.081427750512045,0.0
0.9895159468572443,0.0,7.325278745941617,0.0
0.7668002727160813,0.0,7.282121425555595,0.0
0.7813514008470442,0.0,7.281264898105464,0.0
0.7739580071969547,0.0,7.281264898105464,0.0
0.8396714229023562,0.0,7.281264898105464,0.0
0.8031639697326888,0.0,7.281264898105464,0.0
0.8177669510005556,0.0,7.281264898105464,0.0
0.766656516563021,0.0,7.281264898105464,0.0
0.766656516563021,0.0,7.281264898105464,0.0
0.8031639697326888,0.0,7.281264898105464,0.0
0.8323699322684228,0.0,7.281264898105464,0.0
0.8407161536115867,0.0,7.283768764508413,0.0
1.03622377190148,0.0,7.370820785573623,0.0
1.4169758490318647,0.0,7.4735318512507165,0.0
2.5684513562080276,0.0,7.82022669261366,0.0
8.782541627575805,0.0,9.638422372501575,0.0
10.0,0.0,10.872567125454646,0.0
10.0,0.0,10.914462522039074,0.0
10.0,0.0,10.725534797475541,0.0
10.0,0.0,3.4475965471960914,0.0
10.0,0.0,3.2763532209039514,0.0
10.0,0.0,2.9449074395258195,0.0
10.0,0.0,2.614182238226494,0.0
4.766888482781825,0.0,7.47316937747754,0.0
2.0025695779583823,0.0,7.441112427871703,0.0
0.8133342581231212,0.0,7.281264898105464,0.0
0.7914747836611821,0.0,7.285958260027644,0.0
0.8109878706599103,0.0,7.281264898105464,0.0
0.942178286812931,0.0,7.281264898105464,0.0
0.8334538587926285,0.0,7.281264898105464,0.0
0.876178876072024,0.0,7.281264898105464,0.0
0.7958624790987553,0.0,7.281264898105464,0.0
0.8980833479738246,0.0,7.281264898105464,0.0
0.956495273045293,0.0,7.281264898105464,0.0
0.8980833479738246,0.0,7.281264898105464,0.0
0.8323699322684228,0.0,7.281264898105464,0.0
0.8826871775433278,0.0,7.289788730117396,0.0
1.1455516859622927,0.0,7.399050225267523,0.0
1.9108315003036005,0.0,7.620796849205906,0.0
8.334497053474852,0.0,9.420343852899911,0.0
10.0,0.0,10.620224103643254,0.0
10.0,0.0,10.705039710370901,0.0
