revenue_energy,revenue_fcas,capacity_payment,cost_degradation,imbalance_penalty,prediction_penalty
14492.951890824856,7338.171520781597,18646.27400303705,57.74640592482079,10403.948979407005,0.0
16283.495485907972,7423.527278331343,18646.27389728401,17.163126830321772,6324.473933827064,0.0
17932.89438720521,7761.856383705113,18646.273983936288,43.10535186705614,5120.412374032804,0.0
19549.304131185538,8151.82460804043,18646.273990529913,37.77625143339673,4310.790050428961,0.0
19496.562277282508,7917.836519934729,18646.273980133123,24.549607829388904,3872.4421660871094,0.0
19335.08542359134,8426.184778189441,18646.27394584503,42.73431323681157,6056.625161106113,0.0
20136.12227410936,8111.150208081049,18646.273954152242,33.16720231589238,3243.5506332273885,0.0
20159.412881660854,8027.550159672117,18646.273953532716,20.52510165138086,2502.1364972729384,0.0
19983.616967878912,8032.53569569544,18646.273987352986,22.012022887876245,2811.8327457946316,0.0
20166.73330252926,8048.368299315543,18646.27396703762,22.600822577318702,2331.6540768550585,0.0
