revenue_energy,revenue_fcas,capacity_payment,cost_degradation,imbalance_penalty,prediction_penalty
34947.22096273504,9968.96606835639,19124.383561643837,244.1388726520379,20727.480339585138,0.0
36540.76351712383,10565.280115298878,19124.383561643837,246.95789252776476,13391.747175900779,0.0
36870.1507532829,10377.800302002508,19124.383561643837,247.67125747406806,12200.976932772803,0.0
37817.831206125615,10282.54185378725,19124.383561643837,254.76562611533586,8300.571923891563,0.0
38698.76193590278,9921.97559470015,19124.383561643837,258.1711923436535,7278.742103311525,0.0
38659.499045463104,9866.968447103252,19124.383561643837,245.14630224304628,5612.553471549538,0.0
38731.893006765415,9848.547426117328,19124.383561643837,248.86367601471912,5172.703363105169,0.0
38773.721487300034,9608.636573145066,19124.383561643837,243.62039026499718,3478.356450514443,0.0
38828.89520600018,9607.085319293074,19124.383561643837,244.36541756639136,4021.1432915055093,0.0
38709.196671097634,9639.023419842371,19124.383561643837,244.88525234576855,3411.013645396735,0.0
