revenue_energy,revenue_fcas,capacity_payment,cost_degradation,imbalance_penalty,prediction_penalty
28302.320600763014,7567.100646410534,15586.372579969144,256.3595277077145,12420.534824151508,0.0
30453.236131856087,7553.573864000094,15586.372560205245,257.0606556512032,10831.254144114986,0.0
32302.631872658414,8092.168420236897,15586.372560261017,279.5392148096917,6872.279967970142,0.0
33658.99553640672,7740.995675470822,15586.372637773062,282.5594643058035,4346.186419291365,0.0
33793.65835356428,7724.555985037663,15586.372600081939,274.04219851860216,3105.1561882706646,0.0
34399.30198127815,7748.756330977,15586.372608595444,274.5709482395473,2557.124352112363,0.0
34259.43072259665,7613.872742749882,15586.372594952232,271.9060960225332,2237.003073344525,0.0
34691.116858926456,7669.625544302401,15586.37257667656,277.0522979000205,1971.1792321195067,0.0
34668.41800252719,7598.662355972531,15586.372615967812,277.56333688176767,1747.350709360244,0.0
34694.07071348806,7658.148436621338,15586.372580501788,277.356046544384,1594.6628017471985,0.0
