revenue_energy,revenue_fcas,capacity_payment,cost_degradation,imbalance_penalty,prediction_penalty
33168.03265525311,8666.551125585675,18646.273946492733,237.1812191777939,16626.937890530822,0.0
34387.770231053175,8737.69899196317,18646.27395381446,253.96860306665053,11638.319735681402,0.0
35144.93737413559,9012.663592666639,18646.273956949808,257.64913879293687,8981.865922232428,0.0
36656.62999987318,8559.139162163401,18646.27399965825,260.47751717481106,6148.986555755379,0.0
36592.572928101945,8432.335865201007,18646.273961622315,257.6304906501555,4284.182124901997,0.0
37011.41554953368,8366.868103075958,18646.273910406944,255.10073479373528,3190.070701314589,0.0
37307.39910189472,8210.704315027268,18646.27396776853,256.3625359411878,3413.9226509087966,0.0
37438.68306000538,8245.476354082555,18646.273977798675,257.1437439782475,2749.626658360896,0.0
37396.912379672234,8217.852665388116,18646.273995485,259.3249719920086,2764.758833070847,0.0
37366.04524795702,8178.983087275626,18646.273939472456,253.64263458467403,2405.8489555504725,0.0
