Publish Time,Location,Solar MW
2022-07-05 07:00:00-07:00,NP15,1966.53
2022-07-05 07:00:00-07:00,SP15,9222.61
2022-07-05 07:00:00-07:00,ZP26,2062.28
2022-07-05 07:00:00-07:00,CAISO,13048.949999999999
2022-07-05 07:00:00-07:00,NP15,1941.59
2022-07-05 07:00:00-07:00,SP15,9072.49
2022-07-05 07:00:00-07:00,ZP26,2034.87
2022-07-05 07:00:00-07:00,CAISO,12557.25
2022-07-05 07:00:00-07:00,NP15,1904.03
2022-07-05 07:00:00-07:00,SP15,8700.68
2022-07-05 07:00:00-07:00,ZP26,1952.54
2022-07-05 07:00:00-07:00,CAISO,11738.77
2022-07-05 07:00:00-07:00,NP15,1854.09
2022-07-05 07:00:00-07:00,SP15,8081.88
2022-07-05 07:00:00-07:00,ZP26,1802.8
2022-07-05 07:00:00-07:00,CAISO,10015.77
2022-07-05 07:00:00-07:00,NP15,1717.64
2022-07-05 07:00:00-07:00,SP15,6763.17
2022-07-05 07:00:00-07:00,ZP26,1534.96
2022-07-05 07:00:00-07:00,CAISO,6246.54
2022-07-05 07:00:00-07:00,NP15,1263.65
2022-07-05 07:00:00-07:00,SP15,3959.6
2022-07-05 07:00:00-07:00,ZP26,1023.29
2022-07-05 07:00:00-07:00,CAISO,1478.11
2022-07-05 07:00:00-07:00,NP15,392.56
2022-07-05 07:00:00-07:00,SP15,801.02
2022-07-05 07:00:00-07:00,ZP26,284.53
2022-07-05 07:00:00-07:00,CAISO,19.39
2022-07-05 07:00:00-07:00,NP15,8.03
2022-07-05 07:00:00-07:00,SP15,7.89
2022-07-05 07:00:00-07:00,ZP26,3.47
2022-07-05 07:00:00-07:00,CAISO,0.01
2022-07-05 07:00:00-07:00,NP15,0.01
2022-07-05 07:00:00-07:00,SP15,0.0
2022-07-05 07:00:00-07:00,ZP26,0.0
2022-07-05 07:00:00-07:00,CAISO,0.0
2022-07-05 07:00:00-07:00,NP15,0.0
2022-07-05 07:00:00-07:00,SP15,0.0
2022-07-05 07:00:00-07:00,ZP26,0.0
2022-07-05 07:00:00-07:00,CAISO,0.0
2022-07-05 07:00:00-07:00,NP15,0.0
2022-07-05 07:00:00-07:00,SP15,0.0
2022-07-05 07:00:00-07:00,ZP26,0.0
2022-07-06 07:00:00-07:00,CAISO,0.0
2022-07-06 07:00:00-07:00,NP15,0.0
2022-07-06 07:00:00-07:00,SP15,0.0
2022-07-06 07:00:00-07:00,ZP26,0.0
2022-07-06 07:00:00-07:00,CAISO,0.0
2022-07-06 07:00:00-07:00,NP15,0.0
2022-07-06 07:00:00-07:00,SP15,0.0
2022-07-06 07:00:00-07:00,ZP26,0.0
2022-07-06 07:00:00-07:00,CAISO,0.0
2022-07-06 07:00:00-07:00,NP15,0.0
2022-07-06 07:00:00-07:00,SP15,0.0
2022-07-06 07:00:00-07:00,ZP26,0.0
2022-07-06 07:00:00-07:00,CAISO,0.0
2022-07-06 07:00:00-07:00,NP15,0.0
2022-07-06 07:00:00-07:00,SP15,0.0
2022-07-06 07:00:00-07:00,ZP26,0.0
2022-07-06 07:00:00-07:00,CAISO,0.0
2022-07-06 07:00:00-07:00,NP15,0.0
2022-07-06 07:00:00-07:00,SP15,0.0
2022-07-06 07:00:00-07:00,ZP26,0.0
2022-07-06 07:00:00-07:00,CAISO,25.25
2022-07-06 07:00:00-07:00,NP15,0.61
2022-07-06 07:00:00-07:00,SP15,24.2
2022-07-06 07:00:00-07:00,ZP26,0.44
2022-07-06 07:00:00-07:00,CAISO,2106.4
2022-07-06 07:00:00-07:00,NP15,305.92
2022-07-06 07:00:00-07:00,SP15,1575.55
2022-07-06 07:00:00-07:00,ZP26,224.93
2022-07-06 07:00:00-07:00,CAISO,7307.32
2022-07-06 07:00:00-07:00,NP15,1266.1
2022-07-06 07:00:00-07:00,SP15,5065.82
2022-07-06 07:00:00-07:00,ZP26,975.4
2022-07-06 07:00:00-07:00,CAISO,10659.470000000001
2022-07-06 07:00:00-07:00,NP15,1762.07
2022-07-06 07:00:00-07:00,SP15,7345.88
2022-07-06 07:00:00-07:00,ZP26,1551.52
2022-07-06 07:00:00-07:00,CAISO,12232.05
2022-07-06 07:00:00-07:00,NP15,1912.53
2022-07-06 07:00:00-07:00,SP15,8458.92
2022-07-06 07:00:00-07:00,ZP26,1860.6
2022-07-06 07:00:00-07:00,CAISO,12957.5
2022-07-06 07:00:00-07:00,NP15,1974.56
2022-07-06 07:00:00-07:00,SP15,8968.56
2022-07-06 07:00:00-07:00,ZP26,2014.38
2022-07-06 07:00:00-07:00,CAISO,13322.32
2022-07-06 07:00:00-07:00,NP15,2004.71
2022-07-06 07:00:00-07:00,SP15,9222.8
2022-07-06 07:00:00-07:00,ZP26,2094.81
2022-07-06 07:00:00-07:00,CAISO,13386.93
2022-07-06 07:00:00-07:00,NP15,2009.76
2022-07-06 07:00:00-07:00,SP15,9279.12
2022-07-06 07:00:00-07:00,ZP26,2098.05
2022-07-06 07:00:00-07:00,CAISO,13360.210000000001
2022-07-06 07:00:00-07:00,NP15,2007.7
2022-07-06 07:00:00-07:00,SP15,9258.19
2022-07-06 07:00:00-07:00,ZP26,2094.32
2022-07-06 07:00:00-07:00,CAISO,13169.43
2022-07-06 07:00:00-07:00,NP15,1988.56
2022-07-06 07:00:00-07:00,SP15,9111.59
2022-07-06 07:00:00-07:00,ZP26,2069.28
2022-07-06 07:00:00-07:00,CAISO,12692.45
2022-07-06 07:00:00-07:00,NP15,1955.45
2022-07-06 07:00:00-07:00,SP15,8745.54
2022-07-06 07:00:00-07:00,ZP26,1991.46
2022-07-06 07:00:00-07:00,CAISO,11869.869999999999
2022-07-06 07:00:00-07:00,NP15,1898.63
2022-07-06 07:00:00-07:00,SP15,8130.25
2022-07-06 07:00:00-07:00,ZP26,1840.99
2022-07-06 07:00:00-07:00,CAISO,10134.369999999999
2022-07-06 07:00:00-07:00,NP15,1761.66
2022-07-06 07:00:00-07:00,SP15,6807.9
2022-07-06 07:00:00-07:00,ZP26,1564.81
2022-07-06 07:00:00-07:00,CAISO,6330.469999999999
2022-07-06 07:00:00-07:00,NP15,1303.84
2022-07-06 07:00:00-07:00,SP15,3983.7
2022-07-06 07:00:00-07:00,ZP26,1042.93
2022-07-06 07:00:00-07:00,CAISO,1507.77
2022-07-06 07:00:00-07:00,NP15,413.65
2022-07-06 07:00:00-07:00,SP15,804.21
2022-07-06 07:00:00-07:00,ZP26,289.91
2022-07-06 07:00:00-07:00,CAISO,20.54
2022-07-06 07:00:00-07:00,NP15,8.96
2022-07-06 07:00:00-07:00,SP15,7.82
2022-07-06 07:00:00-07:00,ZP26,3.76
2022-07-06 07:00:00-07:00,CAISO,0.01
2022-07-06 07:00:00-07:00,NP15,0.01
2022-07-06 07:00:00-07:00,SP15,0.0
2022-07-06 07:00:00-07:00,ZP26,0.0
2022-07-06 07:00:00-07:00,CAISO,0.0
2022-07-06 07:00:00-07:00,NP15,0.0
2022-07-06 07:00:00-07:00,SP15,0.0
2022-07-06 07:00:00-07:00,ZP26,0.0
2022-07-06 07:00:00-07:00,CAISO,0.0
2022-07-06 07:00:00-07:00,NP15,0.0
2022-07-06 07:00:00-07:00,SP15,0.0
2022-07-06 07:00:00-07:00,ZP26,0.0
