revenue_energy,revenue_fcas,capacity_payment,cost_degradation,imbalance_penalty,prediction_penalty
24692.129501749834,9361.490232414393,18646.27397767251,244.60822779379848,9052.758185810586,0.0
29860.417798722385,9621.569136217533,18646.27396423041,224.3923809483968,6096.18636911262,0.0
30622.740777322055,10290.100522239125,18646.273948389837,210.00476319721494,6107.342507271011,0.0
33216.1383558709,10117.954009197414,18646.273932307024,218.14552958696044,4862.419253369966,0.0
33403.80264427072,9952.086721778964,18646.273951435345,171.14376581436923,5127.5291310456205,0.0
33596.79789577722,9724.3030912172,18646.273983010953,162.00917281282517,3260.2126766719944,0.0
33904.87869681726,9696.434445793175,18646.273896759816,154.31835524591094,3059.9410217683785,0.0
34011.6741626944,9622.930288196696,18646.273956931484,150.32597860266245,3173.8540155373944,0.0
33857.880625101105,9687.29376695298,18646.273910908032,148.73734521848368,2378.694061743782,0.0
34050.76733499626,9620.640497429607,18646.273957775735,153.73836205743206,2973.9345008390183,0.0
