revenue_energy,revenue_fcas,capacity_payment,cost_degradation,imbalance_penalty,prediction_penalty
28750.438298017158,7519.330869960152,15367.355913971922,55.04608942425562,20764.20511284824,0.0
34585.31092138222,8966.039966340333,14920.024196699853,256.93310390536897,12194.090843764872,0.0
35180.507987423516,8811.457910079444,15131.837972062056,255.69811005198918,9847.334299266782,0.0
36366.991532774926,8724.640206080992,15095.361462185736,261.1475275959741,6016.114212377114,0.0
37020.255301865574,8406.663303703284,14969.597481960782,264.508645328204,4393.594742210926,0.0
38050.32803656073,8845.412319744095,15830.106486565479,274.4396505614064,3874.7233875164425,0.0
38958.014948569034,9329.430522794013,16433.812615591938,289.1096776149116,4792.970979279829,0.0
39638.65005846914,9780.832328871515,17095.56263530289,302.1843744139047,2863.6081343458586,0.0
39831.020058302915,10027.386837193615,17352.10986562344,304.96777740209836,2787.5561172751245,0.0
40314.67037239453,10485.870847322807,17534.799745303368,314.3797993551713,2207.1317764389128,0.0
40424.98939862313,10646.48213683603,17590.08549477888,323.46325066737097,1925.153596218175,0.0
40892.85875670165,10681.977756557828,18015.98406709008,326.94174970363514,1800.8120177529165,0.0
40557.083829675525,10354.13833071313,17811.892746474885,323.46373192571116,2190.268219595546,0.0
41139.96977133394,10730.77599894897,18163.772017899904,335.04301757470046,2443.568851433325,0.0
41193.75854390722,10900.47714717708,17831.73028853371,344.4649319278472,1636.0063164494666,0.0
41215.340305252445,10886.399822085308,17886.81859336708,345.06608803225294,2225.881445715842,0.0
41079.07920924495,10894.523636168693,17701.94153835163,345.1308649688604,1998.5471068405384,0.0
41308.06721687847,10950.156126221593,17858.459796194064,356.0487351755171,1989.8568342862861,0.0
40804.8788495443,10764.664028908199,17865.271781433603,336.7799975194906,1860.715630265507,0.0
41427.17135897154,11129.765993828967,18066.45108470591,352.9715277399431,1799.3650225220754,0.0
41460.12036085368,11038.569966698697,17946.159847313404,352.61206917987766,1972.8368028537393,0.0
41650.59998752587,11214.638539691683,18357.324970743586,358.2424293308208,1609.0176937640804,0.0
41423.6350757804,11007.399544817476,18495.987714598203,345.05283898625584,1744.1567589345952,0.0
41455.40983658195,11090.871482632712,18264.254404614116,348.4344383156963,1718.9662489625648,0.0
41753.90016435511,11217.113241383371,18539.64127281382,356.1908587798425,1945.7624340504333,0.0
41523.58757549263,11029.755377662812,18415.547323838295,347.42212052629066,1618.9111462301528,0.0
41640.148189411244,11013.712764064108,18393.36787250626,349.34325241557804,1544.9523924295604,0.0
