revenue_energy,revenue_fcas,capacity_payment,cost_degradation,imbalance_penalty,prediction_penalty
23813.75326100529,8304.147506013203,15586.372558845535,270.71935717293417,8686.712116065108,0.0
27083.669823862987,8533.397663262853,15586.37260656991,254.86840173262598,6166.702241656463,0.0
28976.056498463473,8845.253745261087,15586.372545168233,225.2193472821197,5375.292962561467,0.0
30192.762611713293,8425.39682792432,15586.372531665163,182.53871438164276,4913.388619932928,0.0
30671.06650476077,8362.313252304193,15586.372548585101,174.0837531232772,3780.8928087290433,0.0
31026.21574631999,8016.211778585421,15586.372632709275,164.11685929094062,3058.2234752367935,0.0
30703.985949840633,7811.737083321856,15586.372611229797,137.28550449786795,3869.6851019938,0.0
30709.891836993327,7898.245915046539,15586.372573945098,142.68458480523367,3371.6264932626086,0.0
30625.79745270857,7562.033531840543,15586.37260781024,170.7222594054827,3034.3098743151345,0.0
30754.466902633634,7977.59093193116,15586.372593995888,135.97749697518717,3385.335971549761,0.0
