energy,reg_up,reg_dn,reserve
5.494862230053876,0.0,9.680529835055932,0.0
1.238064159477616,0.0,9.691889237998843,0.0
1.3769249612325067,0.0,9.701061909988608,0.0
1.0798090327643153,0.0,9.67284934325979,0.0
0.950572400182902,0.0,9.67284934325979,0.0
1.2415639512593006,0.0,9.67284934325979,0.0
1.1349978371936522,0.0,9.6728885796585,0.0
1.5265929188185552,0.0,9.813418729313334,0.0
8.576137681537924,0.0,11.626930397842628,0.0
10.0,0.0,12.778870763508364,0.0
10.0,0.0,12.882190442674798,0.0
10.0,0.0,12.504332484697356,0.0
10.0,0.0,12.531402673702399,0.0
10.0,0.0,12.6247701400898,0.0
10.0,0.0,11.609461348722554,0.0
10.0,0.0,9.630906486503882,0.0
8.970075543196808,0.0,10.210949152579865,0.0
1.0751278545237208,0.0,9.67284934325979,0.0
1.052794008765563,0.0,9.67284934325979,0.0
1.0184704287673954,0.0,9.67284934325979,0.0
1.2027650777824475,0.0,9.67284934325979,0.0
1.1639662043055945,0.0,9.67284934325979,0.0
1.2318642328900873,0.0,9.67284934325979,0.0
1.1432499050891902,0.0,9.716103017177856,0.0
1.227629616220422,0.0,9.67284934325979,0.0
1.1057678940903148,0.0,9.67284934325979,0.0
1.1736659226748076,0.0,9.67284934325979,0.0
1.105767894090315,0.0,9.67284934325979,0.0
0.8590851595773012,0.0,9.674502326185749,0.0
1.0788996525131804,0.0,9.679284245652841,0.0
1.362772212750672,0.0,9.787584021351034,0.0
1.9189241777866415,0.0,9.921694697162819,0.0
9.174049260087246,0.0,11.841837995923829,0.0
10.0,0.0,12.8948224349833,0.0
10.0,0.0,12.96224280440193,0.0
10.0,0.0,12.616156487028084,0.0
10.0,0.0,12.621273977457696,0.0
10.0,0.0,12.668889940883778,0.0
10.0,0.0,11.768734541688884,0.0
10.0,0.0,6.3999998422292865,0.0
9.751308996185106,0.0,10.224281813865996,0.0
1.025268259668229,0.0,9.67284934325979,0.0
1.0487207283424391,0.0,9.67284934325979,0.0
0.9117735267060493,0.0,9.67284934325979,0.0
1.0572693022442483,0.0,9.67284934325979,0.0
1.2124647961516608,0.0,9.67284934325979,0.0
1.4123744744450208,0.0,9.753191655323146,0.0
1.1247326432520561,0.0,9.67284934325979,0.0
1.36567549711673,0.0,9.742091877635422,0.0
1.0746068568358405,0.0,9.67284934325979,0.0
1.210094475755089,0.0,9.727426641845334,0.0
1.1811364826986834,0.0,9.71114619647584,0.0
1.2858038101710865,0.0,9.71970385454143,0.0
1.3503849103060699,0.0,9.759247627207985,0.0
1.5315941345779562,0.0,9.87103186112104,0.0
3.0494222947778367,0.0,10.240240387761332,0.0
8.206072604326716,0.0,11.761917840909636,0.0
10.0,0.0,12.845657764348507,0.0
10.0,0.0,12.881674118268732,0.0
10.0,0.0,12.658532861671961,0.0
10.0,0.0,12.589396997098921,0.0
10.0,0.0,10.677343765679709,0.0
10.0,0.0,6.01748168834524,0.0
10.0,0.0,7.1964654064731395,0.0
6.567953670661686,0.0,9.894807921696147,0.0
1.4192230931980552,0.0,9.67284934325979,0.0
1.1375235364304266,0.0,9.67284934325979,0.0
1.0929248382212564,0.0,9.720870173118655,0.0
1.2752242108010192,0.0,9.710341916804671,0.0
1.715658861060116,0.0,9.87205799270084,0.0
1.1285407628655841,0.0,9.67284934325979,0.0
1.2908771169868936,0.0,9.731292025639528,0.0
1.1529708459261425,0.0,9.705498416142317,0.0
1.1386976016738974,0.0,9.67284934325979,0.0
1.137188687533013,0.0,9.708464820889475,0.0
1.1684682524281935,0.0,9.707961796957548,0.0
1.117217948524865,0.0,9.680921135005093,0.0
1.1992812382929459,0.0,9.697714180647893,0.0
1.4664318113170798,0.0,9.8064523399737,0.0
2.1433261305650366,0.0,10.003135761394773,0.0
7.8809141034904595,0.0,11.642439947731042,0.0
10.0,0.0,12.53607991843802,0.0
10.0,0.0,12.688802080716847,0.0
10.0,0.0,12.449048531920822,0.0
10.0,0.0,12.488884516004205,0.0
10.0,0.0,12.370335261929975,0.0
10.0,0.0,12.192363745555694,0.0
10.0,0.0,12.077629333473931,0.0
8.084963169934548,0.0,10.26272856342559,0.0
1.1320359757045284,0.0,9.67284934325979,0.0
1.154532134659628,0.0,9.67284934325979,0.0
1.1712693058568984,0.0,9.697814865237124,0.0
1.079447609624769,0.0,9.67284934325979,0.0
1.547920692796049,0.0,9.77823112793669,0.0
1.0001500738691245,0.0,9.67284934325979,0.0
1.1736659226748076,0.0,9.67284934325979,0.0
1.21736970917998,0.0,9.732519127383565,0.0
1.0553356019814855,0.0,9.676168343576364,0.0
1.0770381713762458,0.0,9.67284934325979,0.0
1.2906077522021804,0.0,9.737031047225642,0.0
1.2815258478772809,0.0,9.708729500324836,0.0
1.3670708731467043,0.0,9.706199085119945,0.0
1.1097266243894637,0.0,9.71377250809927,0.0
1.7913798655393767,0.0,9.897585060696311,0.0
8.437838379633622,0.0,11.672928358589736,0.0
10.0,0.0,12.367893294878108,0.0
10.0,0.0,12.395324458751276,0.0
10.0,0.0,12.376614947789829,0.0
10.0,0.0,12.375139127179397,0.0
10.0,0.0,12.434380237021681,0.0
10.0,0.0,12.515465513570426,0.0
10.0,0.0,11.969006223249426,0.0
6.196668124946784,0.0,10.153591655885105,0.0
1.1403611606409627,0.0,9.67284934325979,0.0
1.1073617864297978,0.0,9.67284934325979,0.0
1.2089741778899574,0.0,9.703598709421085,0.0
0.99251642132862,0.0,9.67284934325979,0.0
1.4172397223227837,0.0,9.745921483154182,0.0
1.192305205447435,0.0,9.67284934325979,0.0
1.0863684573518881,0.0,9.67284934325979,0.0
