revenue_energy,revenue_fcas,capacity_payment,cost_degradation,imbalance_penalty,prediction_penalty
33166.38436264887,8788.862647912625,14988.399250875222,249.0267141260728,18125.829627958494,0.0
34027.31861338919,8933.3472572322,14838.102966026256,233.86341101527114,10318.55183584212,0.0
35301.82270864061,9233.79100132343,15254.282732760425,270.10015156611735,9728.830579369554,0.0
35314.114716178054,8124.379055857181,14722.824168190526,248.8487020203865,6916.889755292231,0.0
36624.669480226556,8332.163493626056,15100.204237119002,260.87939263604306,4861.452095587024,0.0
38243.53894155315,8986.60416900961,16405.948543220962,265.13927823886934,4127.49314946473,0.0
38533.27002265434,9553.989256765943,16893.409700750602,272.7818938514951,3990.659129940855,0.0
39444.8569509722,9937.386032888511,17168.177106234638,296.68906227033006,2630.960647759961,0.0
39538.79805992852,9938.3394059214,17296.38952540338,288.6243173018841,2107.389482021532,0.0
39850.77306593935,10380.316350735726,17718.81416298974,296.22566099646275,2721.435535966297,0.0
39495.75910174888,10091.329345578331,17414.259991600222,285.44738637426275,3216.1720199149645,0.0
39524.94543970696,10065.59957701609,17400.309080422303,289.4941964998831,2980.446643602968,0.0
39548.05917458083,10387.962259167864,17637.650685035525,287.47080264421436,2906.078085242621,0.0
39521.10534159699,10363.58204581377,17722.419256587367,282.18407032794335,2915.8651552939864,0.0
39879.00174217885,10519.510706856603,17931.159733206972,294.04318709672975,2840.517905215496,0.0
39839.8243056309,10576.651618766262,18121.33746325598,290.8408073114471,2435.870535126794,0.0
39972.285928485784,10794.824478466418,18170.013949559416,295.69173474713654,2661.471071054639,0.0
40203.31124036573,10645.154067952933,18090.03608716795,307.19377206983205,3200.5475852800428,0.0
39918.55854328726,10715.571079923024,18310.78109553343,289.2829306211698,2383.636914474661,0.0
39930.5465572924,10508.072727833049,17955.461583324843,295.92100834524035,2597.5071652689003,0.0
39907.499647994184,10604.408041255254,18302.465918092304,290.1368699556308,2489.409413081056,0.0
40064.53574920418,10884.825053869494,18425.34644614573,293.80518202981875,2362.84082491765,0.0
39890.9546195644,10721.813688018363,18138.480931790513,295.114266652731,2686.7857349969295,0.0
39885.058111036844,10637.641261161289,18642.367933932223,283.8232028106263,2403.803310475914,0.0
40077.811770294094,10748.079886875794,18491.991024535215,292.8543106900991,2349.28016723408,0.0
39868.03663252948,10482.147767524564,18551.88862826308,280.1777030900189,2228.8301805302385,0.0
39862.11005249768,10706.571064857091,18482.725568798876,284.78930224431946,2605.061826692035,0.0
39710.049627392975,10617.114991584638,18497.14123978139,275.82022591476436,2298.0914129625667,0.0
40006.35687406384,10854.538884231819,19013.81377728841,281.0040495870102,2502.18218658817,0.0
39895.73010755584,10775.352104683108,19030.033837795363,279.7674852399467,2334.372127055818,0.0
39876.251100935646,10758.748058867759,18871.439655938724,278.7629119518056,2343.366343893247,0.0
39880.19497709118,10449.132228942613,18618.301807229607,280.44378361540663,2138.0366172320655,0.0
40041.54945127443,10781.53826644086,19124.383561643837,285.78055543581894,2679.764863118457,0.0
40374.03718123785,11015.731383091914,19124.383561643837,293.3102248588329,2086.503863074854,0.0
40265.66607098877,10905.082867298417,18756.19242281492,292.51542633848544,2147.757925351662,0.0
39983.597975178825,10791.86752742037,18884.678095573698,277.45345071825807,2350.9824446745947,0.0
40090.810612386376,10960.602830202173,18965.11973731705,286.69910624301326,2082.710946112596,0.0
39987.9228729089,10670.43812630694,19025.179676687607,278.7575871895683,1897.0640300204034,0.0
39999.319128013834,10765.55462251809,19029.650962264768,280.73141342181185,2059.887810170849,0.0
39775.34682474958,10557.749670415837,18888.847171800586,273.148385444788,2033.8222814307373,0.0
39964.89670856233,10774.5568874908,18844.473894779592,280.94192798587136,2308.9826853103677,0.0
39921.73225445386,10694.259094561217,18887.12239905076,278.2100220164337,1892.008776454618,0.0
40005.35096112253,10794.019491281597,18854.52420340914,282.1337547664983,2121.5512604849278,0.0
