revenue_energy,revenue_fcas,capacity_payment,cost_degradation,imbalance_penalty,prediction_penalty
27539.349197100295,7059.008441035239,14988.399250875222,8.384644404120868,23329.140800233832,0.0
34035.112497936476,8820.221839153759,14838.102966026256,235.81307915852906,10072.515024466544,0.0
35366.742243028915,9223.234492808187,15254.282732760425,267.82137124861043,9180.16600933026,0.0
35378.44169621723,8131.890659917136,14722.824168190526,249.6655265730206,6581.129359611917,0.0
36805.59551444147,8427.452591623303,15100.204237119002,259.2971026965308,3977.2072433115127,0.0
37958.05848876199,8958.690189971161,16074.517112260553,260.66744955520863,2838.749036670736,0.0
38574.72186352524,9607.670298255065,16543.420918990247,269.4723616965757,2931.076173972166,0.0
39536.574204383745,9910.548476144571,16815.30412320319,295.4667057752785,3251.6000912862614,0.0
39619.78850282607,10120.029853572103,17135.58770555574,297.0806354399905,2744.726758452609,0.0
39888.842773647186,10350.563690058932,17638.16041603528,299.4330213851053,2478.422238757091,0.0
39876.107560653894,10392.765042139821,17415.7262392051,296.08898999096783,2324.108152323298,0.0
39843.76399294573,10375.55174174417,17513.783273131525,294.77766123071183,2186.810543173979,0.0
40052.63230591074,10650.534912659934,17830.939080498534,298.39947562533786,2451.945307265443,0.0
39944.466718622374,10787.9427133436,17873.23497856968,297.7129140446808,2551.3248846015886,0.0
40418.96540335218,10944.279143144033,18287.16226710616,307.0279991236148,1989.471922315007,0.0
40515.145319506075,10954.771339616818,18478.228142038573,309.9791118038393,1964.5306467072712,0.0
40633.34804106855,11165.177833814547,18381.936728343615,312.12711633929933,2008.48450738333,0.0
40804.04601995483,11194.619141483734,18363.991279097958,318.79443880807906,2011.7558821000125,0.0
40707.814587998924,11292.676870054545,18760.737587235468,312.53355722269555,2256.3075503726805,0.0
40666.05256720392,10902.430202854484,18559.25966501484,309.72188167931233,1859.1449678265803,0.0
40636.10876469219,11011.888601287908,18890.18272545263,306.3613378471277,1834.5693433060715,0.0
40780.30669563596,11325.18848749164,19066.162674750718,312.69291844146767,1975.7565945927465,0.0
40753.84102187371,11242.810381500974,18856.621046826298,311.812976945281,1775.2708758954045,0.0
40578.194640026355,11200.704763709853,19124.383561643837,309.47585032866573,2270.166416504434,0.0
40904.108042651,11319.152520231799,18795.69798416966,319.44128692428916,1749.7633963174483,0.0
40702.96983216188,10966.332917348298,18818.246588911916,311.4588718322018,2016.3865788479934,0.0
40635.898554972584,11266.715418305605,18735.535242408612,309.83806384017856,1717.6224224500845,0.0
40627.0713397879,11238.599396888374,18784.060928806477,309.855666460952,1742.8380623897572,0.0
40831.41957277859,11317.961991973123,19124.383561643837,312.20596897879375,1559.1153343170686,0.0
40774.985269953235,11394.076182064557,19124.383561643837,310.8009696983707,1805.3930142084378,0.0
40723.857425692106,11281.002968673123,19006.371248636682,310.8053592804898,1736.877934218771,0.0
40859.33106924608,11231.605568630714,18796.352788040964,316.378216701496,1596.774578129453,0.0
40776.39367741712,11239.291906981938,19123.82171554733,310.9376716133328,1737.5884440190264,0.0
41058.229166774305,11438.572085086256,19124.383561643837,320.97540773730896,1742.5119566144472,0.0
40923.454871253125,11314.949796383808,18886.25375370039,317.3830161245785,1496.7693607746453,0.0
40712.40766586128,11145.303493997555,18908.893745945163,306.03597611222193,1622.0694803627198,0.0
40776.149457060164,11293.670502883047,18974.45864430344,313.9839908515532,1479.4471430366498,0.0
41037.42146811104,11276.916226496045,19124.383561643837,319.5290876882994,1400.3295305298411,0.0
41020.85361963597,11337.070043522961,19124.383561643837,317.021549936625,1488.1070436705422,0.0
40921.113388941456,11178.529212311012,19011.575676751392,315.0230553372511,1543.7420758910046,0.0
41041.006672558346,11323.304127965275,18964.114148276585,321.43118911962614,1865.7870271643305,0.0
40962.31785439852,11284.951728887689,19011.178161534204,319.7435317248157,1519.1843440625219,0.0
40996.57732881138,11267.783025032657,18981.665160011253,320.72773213036953,1679.97110151057,0.0
41099.506855742016,11311.828665107781,18894.20248683132,323.61292400099063,1714.0603226732571,0.0
40872.855839778626,10989.117421884155,18697.489135265965,316.60156285810535,1895.4676112027435,0.0
40985.22634799852,11286.367537576809,18908.566594106233,318.3366213093172,1501.0084212657073,0.0
41276.34252114636,11606.230754856178,19124.383561643837,328.2029832947424,1656.7736532390854,0.0
41046.53561778571,11283.6731037792,18868.03783669286,323.22907468038017,1256.723718303201,0.0
41226.58488613125,11307.593648520578,19124.383561643837,326.21136597563134,1578.2808051474403,0.0
41197.03375031248,11458.251600397763,19032.034335241126,327.93918395054817,1196.2881674804212,0.0
40872.20526254272,11304.52326881467,18925.329211117707,315.0445731501973,1340.9635945695475,0.0
41118.43085677275,11564.884590924636,18906.507862341976,325.90814078148804,1200.989057954283,0.0
41220.380977972825,11559.822234902096,19019.378132846814,330.37111567906516,1163.8071444689747,0.0
41086.855811251815,11240.553775073593,18920.666673021435,321.77328866001056,1244.8253272381935,0.0
41044.64174945219,11343.707700667988,19111.216759077968,320.18046409611344,1132.8686540479468,0.0
40945.58221516091,11303.154114066578,19064.32861685241,316.838892790288,1681.4865858667706,0.0
41103.22301948177,11170.269170686815,18926.557904401307,321.89353517946523,1171.271539622589,0.0
40928.42841658247,11119.4242090926,18911.366454705552,313.958993868029,1592.6539054636849,0.0
40882.349439929385,11083.524442458374,19073.85992076711,312.44366409754923,1267.4315500449363,0.0
40805.049427341924,11291.25962193224,19032.091722053687,310.57418845773174,1559.8795735208046,0.0
40794.0733723375,10950.96547019256,18694.29218742392,311.6226567294563,1281.3814852548844,0.0
41041.83672373368,11447.829749951852,19124.383561643837,321.9930046439434,1475.4432887745754,0.0
40837.897538143,11228.37448984627,19010.277576356308,311.386858404941,1106.2565495676483,0.0
40836.0093068013,11170.746849455289,18588.708532971366,317.6525592846662,1101.2234052322722,0.0
40780.52751744758,11195.745502664551,19081.27446324852,308.0805398592838,1250.6239191472603,0.0
40876.596824579115,11227.296228189205,18940.612864511313,314.1144732312813,1332.3118087255618,0.0
40668.074090899376,11250.134259029688,19124.383561643837,305.6995694588763,1199.809404794755,0.0
40713.80441472376,10982.234685670284,18712.423813396246,308.04040387598985,1598.0333001034485,0.0
40680.10897906375,11095.783860191585,18827.674402903653,309.3260040508264,1213.5076964956827,0.0
40772.14055272109,11037.00775025425,18958.75302610316,308.82130236321257,1369.339474510701,0.0
40714.536468537466,11145.071558688076,18942.886732885352,307.0046232243876,1462.6502262320666,0.0
40678.09520305192,10878.168623733947,18779.85248550062,306.35958590515435,1364.2303126131608,0.0
41085.62295252633,11417.892194329055,19124.383561643837,323.1179171055636,1321.1400442563008,0.0
40914.92371288433,11249.835131712514,19122.64048981987,314.8310245331209,1206.0183562105876,0.0
40905.45545111457,11102.510518296142,18829.921649780237,317.6210382920511,1319.9836683519454,0.0
40831.27309551783,11229.947746063845,19124.383561643837,310.2242118241817,997.6859384771394,0.0
40853.86792378159,11346.81385977903,19052.7358218793,313.49568980356173,1203.7566134081208,0.0
40782.89686314551,11323.214565664057,19043.111361858886,310.9748263822815,1154.8234613610305,0.0
40658.14686636869,10931.420233230901,18581.850840217325,308.0226661749075,1330.8733123199613,0.0
40735.698125294875,11266.497808589495,18954.90124365133,308.55010274596583,1396.7558615288065,0.0
40721.817986437585,11130.12708819371,18939.405879991995,306.9562779630883,1367.877454535338,0.0
40773.92441749876,11246.12909437536,19033.53794401576,311.08846290604777,1089.7260338168066,0.0
40814.35852162531,11240.133091265816,19124.383561643837,310.3908324368744,1193.2136728045825,0.0
40790.72235244404,11148.04567490436,18851.084546031845,311.3395712665752,1109.5861626163844,0.0
40674.83768066139,11049.839772597858,18809.201987040553,306.093919378484,1186.3795516307632,0.0
40850.01004192825,11369.616302051227,19124.383561643837,313.96871549826136,1263.9636537995066,0.0
40783.041115569955,10976.334343149992,18871.075201764048,309.4253335494475,948.4713243458434,0.0
40943.49521663717,11310.07349186107,18925.314424338543,317.91956851045416,1270.334865550272,0.0
40907.272080384886,11341.37309647295,18908.860512393334,319.9031786600426,1198.1871565092895,0.0
41032.71207358384,11312.85242463111,19018.972978478043,320.55994084064247,1122.5807469662234,0.0
40982.11010108539,11279.957645227178,19090.708759740097,316.2454588970278,1191.1567327131359,0.0
40865.727521965964,11132.587371890955,19052.682908366216,312.6765596850363,1152.2403920624977,0.0
41025.99082158394,11284.44669947328,19070.77073251191,319.1638016199194,992.898828077318,0.0
40991.783103399015,11294.388122639879,19036.273259925038,318.28236241597847,1311.9932029112447,0.0
40952.355277508934,11312.211072924933,18910.170045189272,316.36908531648675,1158.5158060728156,0.0
40895.579719445006,11162.33251917296,18954.523851120186,314.40151122954035,1083.017194658652,0.0
40791.51292152432,10959.06751570319,18728.134667940398,309.57427449751435,1089.5716769693336,0.0
40909.98890204237,11360.726945387274,19124.383561643837,316.4711316841768,1452.3064880371264,0.0
40892.83997707175,11049.359981144393,18665.32028116123,318.12818936856655,1165.8979494302664,0.0
40900.2009491343,11244.391532478903,18814.44847393611,314.9386935114333,1153.6838168635713,0.0
40812.390045014974,11088.908221707508,18870.425432851807,312.21599627116257,1010.9308273083027,0.0
40791.46410204461,11200.442195375233,18936.92434176412,310.67297024914336,945.2176061937793,0.0
40844.32499991011,11282.65124232433,19109.11397859734,311.6278213886247,1129.627130342407,0.0
40836.61103823558,11319.295277264959,19068.76150105469,313.4396769978009,1134.2241558653607,0.0
40784.878391266095,11233.264207103226,19105.535694534545,310.14544826511883,1466.1618786630754,0.0
41046.69913274445,11281.264910316588,19124.383561643837,317.09435544485586,1206.4984448908763,0.0
40854.87226537878,11249.061844464086,19124.383561643837,309.25648075294157,1322.5904011920957,0.0
40781.68984377497,11164.918569096313,18886.143295362675,310.81731294339284,981.9264850480221,0.0
40962.73918475195,11320.972026910427,18914.19725097644,319.8775567789134,1033.4487941637747,0.0
40869.41938851122,11218.253175049347,18948.342865352028,312.78800162347443,1253.8800954015799,0.0
40797.486722949434,11097.047938100206,19088.108815495398,309.27156802758066,1112.5167506879427,0.0
40912.22970794804,11221.862215669511,19124.383561643837,313.91377056236473,1334.093386535382,0.0
41013.75691860764,11027.890265846296,18806.048952399597,319.4802124704488,943.601136760553,0.0
40807.33863995233,11007.960244137437,18668.115600418743,312.397050997797,788.7490248839268,0.0
40880.504505638644,11170.328892755071,19040.9835330447,313.1553769075064,1227.046924041665,0.0
40798.013416250586,11276.564321333624,18986.099191522902,312.9430269490209,1103.0421666117238,0.0
40940.94003002175,11308.286703116159,19124.383561643837,312.4394937151185,1168.8350859044162,0.0
40873.47378672439,11143.618687542308,18889.945509448757,313.6162053484958,903.7920107136315,0.0
40724.75371984881,11184.373153779929,19027.593110393314,305.82188658547244,1175.4050898414616,0.0
40740.36470778597,11064.836743454358,18851.502322491786,309.70030128139837,1269.5511298011902,0.0
40836.06228646772,10967.705003875937,18762.74998286021,312.908165066401,1040.9675879961985,0.0
40973.96678930324,11305.617599179002,19080.953391122697,316.3151164824623,1054.6245205549608,0.0
40932.94582417991,11129.421118461294,19124.383561643837,314.9093064050496,979.5674338402443,0.0
40810.50703179529,11204.755130944131,18936.665966412813,311.7033544390565,1157.4838473548866,0.0
41009.31653810509,11284.718640520632,19124.383561643837,317.19046427923035,1226.0858743626716,0.0
41009.64480087309,11348.113402454168,19058.32104299289,317.00160627558427,1232.0378475032444,0.0
40872.626238405224,11291.222075157231,19010.180530534966,314.29047622132185,1165.3419577643479,0.0
40956.543184768176,11333.063161001777,18879.94929328454,318.6105742056483,877.5823451975227,0.0
40779.835315140415,11141.023956549729,18969.728642198515,309.8563073328763,1250.203953530762,0.0
40848.694371791986,11277.592373733069,18780.0811399233,315.6408782095518,1204.635964917576,0.0
40918.21063339077,11158.069070307,18894.34949212531,316.4596856838356,1075.3620247952579,0.0
40866.578551558225,11209.287317039514,19069.070930552338,313.00644667038017,1091.298367224279,0.0
40806.81541952331,11345.739825254666,18988.72256579184,313.55106633763234,1010.5168091884873,0.0
