energy,reg_up,reg_dn,reserve
3.3350297427471443,0.0,5.5301737785339355,0.0
0.626645497077041,0.0,6.335201651869334,0.0
0.7051607372001557,0.0,6.335201651869334,0.0
0.736924734371334,0.0,6.335201651869334,0.0
0.717866336068627,0.0,6.335201651869334,0.0
0.7432775338055697,0.0,6.335201651869334,0.0
0.6479855422920349,0.0,6.335201651869334,0.0
1.3344696852737747,0.0,6.529374135575477,0.0
10.0,0.0,8.860311706956935,0.0
10.0,0.0,10.194931800215599,0.0
10.0,0.0,8.089764933980927,0.0
10.0,0.0,3.7528869396424698,0.0
10.0,0.0,3.786576315850613,0.0
10.0,0.0,3.521187764411643,0.0
10.0,0.0,3.11694095150589,0.0
10.0,0.0,2.5545204544119695,0.0
6.69898230714733,0.0,5.941962289400061,0.0
1.2125380669465902,0.0,6.335201651869334,0.0
0.7562721639726626,0.0,6.335201651869334,0.0
0.7623359321082764,0.0,6.335201651869334,0.0
0.7115135366343914,0.0,6.335201651869334,0.0
0.7496303332398051,0.0,6.335201651869334,0.0
0.7242191355028629,0.0,6.335201651869334,0.0
0.9970496873608425,0.0,6.441826735220247,0.0
0.6072137456471219,0.0,6.335201651869334,0.0
0.736924734371334,0.0,6.335201651869334,0.0
0.6543383417262705,0.0,6.335201651869334,0.0
0.6861023388974488,0.0,6.335201651869334,0.0
0.6606911411605064,0.0,6.335201651869334,0.0
0.6121167558375499,0.0,6.351122773556778,0.0
1.0331305022172268,0.0,6.452167229662291,0.0
2.2476399414932815,0.0,6.788216559176051,0.0
10.0,0.0,9.052766580326185,0.0
10.0,0.0,10.400807639095756,0.0
10.0,0.0,8.527234739780535,0.0
10.0,0.0,3.8381201821840842,0.0
10.0,0.0,3.619812550904937,0.0
10.0,0.0,3.6555289710901087,0.0
10.0,0.0,3.2614285379712755,0.0
10.0,0.0,2.5759893999971712,0.0
7.550260116030431,0.0,3.932812489810198,0.0
0.5221668734437825,0.0,6.335201651869334,0.0
0.6303905982186018,0.0,6.335201651869334,0.0
0.6416327428577995,0.0,6.335201651869334,0.0
0.7242191355028627,0.0,6.335201651869334,0.0
0.688321919361674,0.0,6.3358675260086015,0.0
1.055358115574286,0.0,6.43070842944234,0.0
0.7867257240263874,0.0,6.335201651869334,0.0
0.7576294467683442,0.0,6.375718182533309,0.0
0.6393428510818124,0.0,6.335201651869334,0.0
0.888220077873294,0.0,6.37487273542911,0.0
0.8107054602086543,0.0,6.365540352114114,0.0
0.7276873545858453,0.0,6.335201651869334,0.0
0.9786869875007465,0.0,6.409636167638428,0.0
1.6494627416033343,0.0,6.614078466408704,0.0
3.4267793163369844,0.0,7.126456949405053,0.0
9.768646334860982,0.0,9.017105959649891,0.0
10.0,0.0,10.375718489010373,0.0
10.0,0.0,9.836834107209956,0.0
10.0,0.0,3.9861278722125144,0.0
